Driver,TeamName,LapNumber,Compound,TyreLife,AirTemp,TrackTemp,LapTimeSeconds,Race,Year
PIA,McLaren,17.0,SOFT,2.0,23.1,38.2,74.67,Emilia Romagna,2025
STR,Aston Martin,20.0,MEDIUM,5.0,23.1,38.2,75.581,Emilia Romagna,2025
ALB,Williams,19.0,SOFT,2.0,23.0,38.0,75.473,Emilia Romagna,2025
NOR,McLaren,18.0,SOFT,2.0,23.0,38.0,75.344,Emilia Romagna,2025
VER,Red Bull Racing,16.0,SOFT,2.0,23.0,38.0,74.704,Emilia Romagna,2025
ALO,Aston Martin,18.0,MEDIUM,3.0,23.0,38.0,75.431,Emilia Romagna,2025
GAS,Alpine,16.0,SOFT,2.0,23.0,38.0,75.787,Emilia Romagna,2025
SAI,Williams,20.0,SOFT,2.0,22.9,38.0,75.432,Emilia Romagna,2025
RUS,Mercedes,16.0,MEDIUM,2.0,22.9,38.0,74.807,Emilia Romagna,2025
BEA,Haas F1 Team,2.0,SOFT,2.0,21.0,41.1,74.598,Monaco,2025
HUL,Kick Sauber,2.0,SOFT,2.0,20.9,40.6,73.354,Monaco,2025
BOR,Kick Sauber,2.0,SOFT,2.0,20.9,40.6,73.494,Monaco,2025
ALB,Williams,3.0,SOFT,3.0,20.9,40.6,73.153,Monaco,2025
SAI,Williams,3.0,SOFT,3.0,21.0,41.1,73.632,Monaco,2025
LEC,Ferrari,2.0,SOFT,2.0,21.0,41.1,73.063,Monaco,2025
HAM,Ferrari,2.0,SOFT,2.0,21.0,41.1,73.687,Monaco,2025
LAW,Racing Bulls,3.0,SOFT,3.0,21.0,41.1,72.946,Monaco,2025
ANT,Mercedes,2.0,SOFT,2.0,21.0,41.1,73.001,Monaco,2025
HAD,Racing Bulls,3.0,SOFT,3.0,21.1,41.1,73.217,Monaco,2025
ALO,Aston Martin,3.0,SOFT,3.0,21.1,41.1,73.069,Monaco,2025
STR,Aston Martin,3.0,SOFT,3.0,21.1,41.1,72.878,Monaco,2025
OCO,Haas F1 Team,4.0,SOFT,4.0,21.1,41.1,73.166,Monaco,2025
BEA,Haas F1 Team,4.0,SOFT,4.0,21.1,41.1,72.879,Monaco,2025
TSU,Red Bull Racing,3.0,SOFT,3.0,21.1,41.1,72.959,Monaco,2025
GAS,Alpine,4.0,MEDIUM,4.0,21.1,41.1,72.896,Monaco,2025
COL,Alpine,4.0,MEDIUM,4.0,21.2,41.7,73.483,Monaco,2025
HUL,Kick Sauber,4.0,SOFT,4.0,21.2,41.7,72.989,Monaco,2025
NOR,McLaren,2.0,SOFT,2.0,21.2,41.7,72.86,Monaco,2025
PIA,McLaren,2.0,SOFT,2.0,21.2,41.7,72.439,Monaco,2025
ALB,Williams,5.0,SOFT,5.0,21.2,41.7,72.789,Monaco,2025
SAI,Williams,5.0,SOFT,5.0,21.2,41.7,72.681,Monaco,2025
LEC,Ferrari,4.0,SOFT,4.0,21.4,41.7,72.091,Monaco,2025
HAM,Ferrari,4.0,SOFT,4.0,21.4,41.7,72.336,Monaco,2025
RUS,Mercedes,3.0,SOFT,3.0,21.4,41.7,72.576,Monaco,2025
LAW,Racing Bulls,5.0,SOFT,5.0,21.4,41.7,72.613,Monaco,2025
VER,Red Bull Racing,2.0,SOFT,2.0,21.4,41.7,71.92,Monaco,2025
HAD,Racing Bulls,5.0,SOFT,5.0,21.6,41.8,72.625,Monaco,2025
ALO,Aston Martin,5.0,SOFT,5.0,21.6,41.8,72.318,Monaco,2025
OCO,Haas F1 Team,6.0,SOFT,6.0,21.6,41.8,72.513,Monaco,2025
BEA,Haas F1 Team,6.0,SOFT,6.0,21.6,41.8,72.384,Monaco,2025
TSU,Red Bull Racing,5.0,SOFT,5.0,21.6,41.8,72.397,Monaco,2025
COL,Alpine,6.0,MEDIUM,6.0,21.6,41.8,72.724,Monaco,2025
HUL,Kick Sauber,6.0,SOFT,6.0,21.5,41.7,72.673,Monaco,2025
NOR,McLaren,4.0,SOFT,4.0,21.5,41.7,71.596,Monaco,2025
BOR,Kick Sauber,6.0,SOFT,6.0,21.5,41.7,72.446,Monaco,2025
PIA,McLaren,4.0,SOFT,4.0,21.5,41.7,71.791,Monaco,2025
ANT,Mercedes,5.0,SOFT,5.0,21.5,41.7,72.38,Monaco,2025
ALB,Williams,7.0,SOFT,7.0,21.5,41.7,72.22,Monaco,2025
SAI,Williams,7.0,SOFT,7.0,21.5,41.7,72.274,Monaco,2025
LEC,Ferrari,6.0,SOFT,6.0,21.5,41.4,71.752,Monaco,2025
HAM,Ferrari,6.0,SOFT,6.0,21.5,41.4,72.035,Monaco,2025
STR,Aston Martin,6.0,SOFT,6.0,21.5,41.4,72.563,Monaco,2025
VER,Red Bull Racing,4.0,SOFT,4.0,21.5,41.4,71.814,Monaco,2025
NOR,McLaren,6.0,SOFT,6.0,21.5,41.4,71.739,Monaco,2025
RUS,Mercedes,6.0,SOFT,6.0,21.5,41.5,71.758,Monaco,2025
PIA,McLaren,6.0,SOFT,6.0,21.5,41.5,71.385,Monaco,2025
HUL,Kick Sauber,9.0,SOFT,2.0,21.4,41.2,71.893,Monaco,2025
BOR,Kick Sauber,9.0,SOFT,2.0,21.4,41.2,72.292,Monaco,2025
HAD,Racing Bulls,8.0,SOFT,2.0,21.4,41.2,71.953,Monaco,2025
ANT,Mercedes,8.0,SOFT,2.0,21.4,41.2,71.88,Monaco,2025
OCO,Haas F1 Team,10.0,SOFT,3.0,21.4,41.3,71.839,Monaco,2025
LEC,Ferrari,9.0,SOFT,9.0,21.4,41.3,71.229,Monaco,2025
GAS,Alpine,8.0,SOFT,2.0,21.4,41.3,72.237,Monaco,2025
COL,Alpine,9.0,SOFT,2.0,21.4,41.3,72.815,Monaco,2025
LAW,Racing Bulls,8.0,SOFT,2.0,21.3,41.4,72.256,Monaco,2025
TSU,Red Bull Racing,8.0,SOFT,2.0,21.3,41.4,71.93,Monaco,2025
STR,Aston Martin,9.0,SOFT,2.0,21.3,41.4,72.632,Monaco,2025
ALB,Williams,11.0,SOFT,3.0,21.3,41.4,71.629,Monaco,2025
SAI,Williams,11.0,SOFT,3.0,21.3,41.5,71.707,Monaco,2025
OCO,Haas F1 Team,12.0,SOFT,5.0,21.3,41.5,72.087,Monaco,2025
PIA,McLaren,9.0,SOFT,9.0,21.5,41.2,71.308,Monaco,2025
BEA,Haas F1 Team,12.0,SOFT,5.0,21.5,41.2,71.979,Monaco,2025
GAS,Alpine,10.0,SOFT,4.0,21.5,41.2,71.994,Monaco,2025
COL,Alpine,11.0,SOFT,4.0,21.5,41.2,72.597,Monaco,2025
VER,Red Bull Racing,8.0,SOFT,3.0,21.5,41.2,71.431,Monaco,2025
HAM,Ferrari,11.0,SOFT,2.0,21.5,41.2,71.575,Monaco,2025
HUL,Kick Sauber,12.0,SOFT,5.0,21.5,41.2,71.871,Monaco,2025
LAW,Racing Bulls,10.0,SOFT,4.0,21.5,41.2,71.818,Monaco,2025
ALO,Aston Martin,11.0,SOFT,4.0,21.5,41.2,71.674,Monaco,2025
NOR,McLaren,10.0,SOFT,10.0,21.5,41.2,71.285,Monaco,2025
TSU,Red Bull Racing,10.0,SOFT,4.0,21.5,41.2,71.8,Monaco,2025
BOR,Kick Sauber,12.0,SOFT,5.0,21.5,41.2,71.902,Monaco,2025
HAD,Racing Bulls,11.0,SOFT,5.0,21.5,41.2,71.811,Monaco,2025
RUS,Mercedes,10.0,SOFT,10.0,21.5,41.2,71.507,Monaco,2025
OCO,Haas F1 Team,15.0,SOFT,8.0,21.1,40.7,72.501,Monaco,2025
ALO,Aston Martin,14.0,SOFT,2.0,21.1,40.8,71.816,Monaco,2025
LAW,Racing Bulls,13.0,SOFT,2.0,21.1,40.8,71.646,Monaco,2025
LEC,Ferrari,14.0,MEDIUM,2.0,21.1,40.8,71.314,Monaco,2025
HAM,Ferrari,14.0,MEDIUM,2.0,21.1,40.8,72.123,Monaco,2025
HAD,Racing Bulls,14.0,SOFT,2.0,21.1,40.8,71.666,Monaco,2025
NOR,McLaren,13.0,SOFT,2.0,21.1,40.8,70.959,Monaco,2025
HUL,Kick Sauber,16.0,SOFT,3.0,21.1,40.8,71.864,Monaco,2025
ALB,Williams,16.0,MEDIUM,3.0,21.2,40.9,71.509,Monaco,2025
VER,Red Bull Racing,11.0,SOFT,2.0,21.2,40.9,71.124,Monaco,2025
SAI,Williams,16.0,MEDIUM,3.0,21.2,40.9,72.412,Monaco,2025
HUL,Kick Sauber,19.0,SOFT,5.0,20.8,39.4,71.929,Monaco,2025
HAD,Racing Bulls,17.0,SOFT,5.0,20.8,39.4,71.418,Monaco,2025
OCO,Haas F1 Team,19.0,SOFT,12.0,20.8,39.4,72.553,Monaco,2025
LEC,Ferrari,17.0,SOFT,2.0,20.7,39.6,70.581,Monaco,2025
HAM,Ferrari,17.0,SOFT,2.0,20.7,39.6,70.883,Monaco,2025
PIA,McLaren,15.0,SOFT,5.0,20.7,39.6,70.961,Monaco,2025
ALB,Williams,20.0,MEDIUM,7.0,20.7,39.6,71.071,Monaco,2025
SAI,Williams,20.0,MEDIUM,7.0,20.8,39.9,71.362,Monaco,2025
ALO,Aston Martin,19.0,MEDIUM,4.0,20.8,39.9,71.245,Monaco,2025
NOR,McLaren,16.0,SOFT,5.0,20.9,40.1,70.57,Monaco,2025
LAW,Racing Bulls,16.0,SOFT,2.0,20.9,40.1,71.386,Monaco,2025
TSU,Red Bull Racing,16.0,SOFT,2.0,20.9,40.1,71.415,Monaco,2025
HAM,Ferrari,19.0,SOFT,4.0,21.1,39.6,70.918,Monaco,2025
LEC,Ferrari,20.0,SOFT,5.0,21.0,39.6,70.606,Monaco,2025
ALO,Aston Martin,21.0,MEDIUM,6.0,21.0,39.6,71.182,Monaco,2025
NOR,McLaren,18.0,SOFT,7.0,21.0,39.6,70.709,Monaco,2025
VER,Red Bull Racing,14.0,SOFT,5.0,21.0,39.6,70.875,Monaco,2025
PIA,McLaren,18.0,SOFT,8.0,21.1,40.2,71.031,Monaco,2025
HAM,Ferrari,21.0,SOFT,6.0,21.1,40.2,71.332,Monaco,2025
HUL,Kick Sauber,22.0,SOFT,2.0,21.1,40.5,71.596,Monaco,2025
OCO,Haas F1 Team,23.0,SOFT,3.0,21.1,40.5,71.262,Monaco,2025
LAW,Racing Bulls,19.0,SOFT,5.0,21.1,40.5,71.25,Monaco,2025
HAD,Racing Bulls,20.0,SOFT,2.0,21.1,40.5,71.04,Monaco,2025
ALB,Williams,24.0,SOFT,3.0,21.1,39.9,70.732,Monaco,2025
SAI,Williams,24.0,SOFT,3.0,21.1,39.9,71.397,Monaco,2025
TSU,Red Bull Racing,19.0,SOFT,5.0,21.1,39.9,72.003,Monaco,2025
PIA,McLaren,20.0,SOFT,10.0,21.1,39.9,70.858,Monaco,2025
PIA,McLaren,23.0,SOFT,2.0,21.0,39.2,70.531,Monaco,2025
NOR,McLaren,21.0,SOFT,2.0,21.0,38.9,70.464,Monaco,2025
HAM,Ferrari,24.0,SOFT,5.0,21.0,38.9,70.986,Monaco,2025
LEC,Ferrari,23.0,SOFT,2.0,21.0,38.9,70.653,Monaco,2025
HAD,Racing Bulls,23.0,SOFT,8.0,21.0,38.9,72.074,Monaco,2025
OCO,Haas F1 Team,27.0,MEDIUM,3.0,21.0,38.9,71.385,Monaco,2025
ALO,Aston Martin,25.0,SOFT,7.0,21.0,38.9,71.686,Monaco,2025
LAW,Racing Bulls,22.0,SOFT,5.0,21.0,38.9,71.708,Monaco,2025
VER,Red Bull Racing,17.0,SOFT,2.0,21.0,38.9,70.669,Monaco,2025
ALB,Williams,29.0,MEDIUM,3.0,21.1,39.8,71.213,Monaco,2025
PIA,McLaren,26.0,SOFT,2.0,21.1,38.8,70.14,Monaco,2025
NOR,McLaren,24.0,SOFT,2.0,21.0,37.2,70.125,Monaco,2025
LAW,Racing Bulls,25.0,SOFT,2.0,20.9,37.2,71.129,Monaco,2025
HAD,Racing Bulls,26.0,SOFT,2.0,20.8,37.3,70.923,Monaco,2025
HAM,Ferrari,27.0,SOFT,2.0,20.8,37.3,70.382,Monaco,2025
LEC,Ferrari,26.0,SOFT,2.0,20.8,37.3,70.063,Monaco,2025
OCO,Haas F1 Team,31.0,SOFT,3.0,20.8,37.3,70.942,Monaco,2025
VER,Red Bull Racing,20.0,SOFT,2.0,20.8,37.3,70.718,Monaco,2025
PIA,McLaren,28.0,SOFT,4.0,20.8,37.3,70.129,Monaco,2025
NOR,McLaren,26.0,SOFT,4.0,20.8,37.3,69.954,Monaco,2025
ALO,Aston Martin,29.0,SOFT,3.0,20.8,37.5,70.924,Monaco,2025
ALB,Williams,33.0,SOFT,3.0,20.8,37.5,71.258,Monaco,2025
COL,Alpine,2.0,SOFT,2.0,29.3,48.2,73.897,Spanish,2025
OCO,Haas F1 Team,2.0,SOFT,2.0,29.3,48.2,74.016,Spanish,2025
BEA,Haas F1 Team,2.0,SOFT,2.0,29.2,48.2,74.335,Spanish,2025
STR,Aston Martin,2.0,SOFT,2.0,29.2,48.2,73.699,Spanish,2025
ALB,Williams,2.0,SOFT,2.0,29.2,48.2,73.745,Spanish,2025
HUL,Kick Sauber,2.0,SOFT,2.0,29.4,47.8,73.499,Spanish,2025
BOR,Kick Sauber,2.0,SOFT,2.0,29.4,47.8,73.911,Spanish,2025
TSU,Red Bull Racing,2.0,SOFT,2.0,29.4,47.8,73.847,Spanish,2025
LAW,Racing Bulls,2.0,SOFT,2.0,29.4,47.8,73.482,Spanish,2025
SAI,Williams,2.0,SOFT,2.0,29.4,47.8,73.581,Spanish,2025
ANT,Mercedes,2.0,SOFT,2.0,29.4,48.0,73.344,Spanish,2025
NOR,McLaren,2.0,SOFT,2.0,29.4,48.0,72.799,Spanish,2025
RUS,Mercedes,2.0,SOFT,2.0,29.4,48.0,72.806,Spanish,2025
HAD,Racing Bulls,2.0,SOFT,2.0,29.4,48.0,73.266,Spanish,2025
GAS,Alpine,2.0,SOFT,2.0,29.4,48.0,73.352,Spanish,2025
PIA,McLaren,2.0,SOFT,2.0,29.1,47.9,72.551,Spanish,2025
ALB,Williams,5.0,SOFT,2.0,29.1,47.9,73.044,Spanish,2025
ALO,Aston Martin,2.0,SOFT,2.0,29.1,47.9,73.102,Spanish,2025
HAM,Ferrari,2.0,SOFT,2.0,29.1,47.9,73.231,Spanish,2025
LEC,Ferrari,2.0,SOFT,2.0,29.1,47.9,73.014,Spanish,2025
COL,Alpine,5.0,SOFT,2.0,29.0,47.9,73.334,Spanish,2025
OCO,Haas F1 Team,5.0,SOFT,2.0,29.0,47.9,73.557,Spanish,2025
BEA,Haas F1 Team,5.0,SOFT,2.0,29.0,47.9,73.329,Spanish,2025
VER,Red Bull Racing,2.0,SOFT,2.0,29.0,47.9,72.798,Spanish,2025
STR,Aston Martin,5.0,SOFT,2.0,29.0,47.9,73.404,Spanish,2025
NOR,McLaren,5.0,SOFT,5.0,29.5,48.3,73.237,Spanish,2025
HUL,Kick Sauber,5.0,SOFT,2.0,29.5,48.3,73.19,Spanish,2025
BOR,Kick Sauber,5.0,SOFT,2.0,29.4,48.1,73.045,Spanish,2025
ANT,Mercedes,5.0,SOFT,2.0,29.4,48.1,72.815,Spanish,2025
HAD,Racing Bulls,5.0,SOFT,2.0,29.4,48.1,73.139,Spanish,2025
GAS,Alpine,5.0,SOFT,2.0,29.4,48.1,73.081,Spanish,2025
SAI,Williams,5.0,SOFT,2.0,29.3,48.5,73.203,Spanish,2025
HAM,Ferrari,5.0,SOFT,2.0,29.3,48.5,73.058,Spanish,2025
LAW,Racing Bulls,5.0,SOFT,2.0,29.3,48.5,73.039,Spanish,2025
OCO,Haas F1 Team,8.0,SOFT,2.0,29.4,48.1,73.201,Spanish,2025
BEA,Haas F1 Team,8.0,SOFT,2.0,29.4,48.1,73.074,Spanish,2025
TSU,Red Bull Racing,5.0,SOFT,2.0,29.4,48.1,73.385,Spanish,2025
STR,Aston Martin,8.0,SOFT,2.0,29.4,48.1,73.038,Spanish,2025
ALB,Williams,10.0,SOFT,4.0,29.1,47.7,73.113,Spanish,2025
BEA,Haas F1 Team,11.0,SOFT,5.0,29.1,47.7,73.65,Spanish,2025
VER,Red Bull Racing,5.0,SOFT,2.0,29.2,46.8,72.358,Spanish,2025
STR,Aston Martin,11.0,SOFT,5.0,29.0,47.2,73.408,Spanish,2025
LAW,Racing Bulls,8.0,SOFT,2.0,29.0,47.2,73.102,Spanish,2025
BOR,Kick Sauber,8.0,SOFT,2.0,29.0,47.2,73.046,Spanish,2025
GAS,Alpine,8.0,SOFT,2.0,29.0,47.2,72.611,Spanish,2025
HAD,Racing Bulls,8.0,SOFT,2.0,29.0,47.2,72.992,Spanish,2025
NOR,McLaren,8.0,SOFT,2.0,28.9,47.8,72.056,Spanish,2025
ALO,Aston Martin,8.0,SOFT,2.0,28.9,47.8,72.523,Spanish,2025
LEC,Ferrari,6.0,SOFT,2.0,28.9,47.8,72.495,Spanish,2025
HAM,Ferrari,8.0,SOFT,2.0,28.9,47.8,72.447,Spanish,2025
PIA,McLaren,7.0,SOFT,2.0,28.9,47.8,71.998,Spanish,2025
ANT,Mercedes,8.0,SOFT,2.0,29.0,48.0,72.752,Spanish,2025
RUS,Mercedes,5.0,SOFT,2.0,29.0,48.0,72.407,Spanish,2025
STR,Aston Martin,14.0,SOFT,2.0,29.3,47.6,73.058,Spanish,2025
ANT,Mercedes,11.0,SOFT,2.0,29.3,47.6,72.585,Spanish,2025
GAS,Alpine,11.0,SOFT,2.0,29.3,47.0,72.693,Spanish,2025
ALB,Williams,13.0,SOFT,2.0,29.3,47.0,72.641,Spanish,2025
BOR,Kick Sauber,11.0,SOFT,2.0,29.3,47.0,72.756,Spanish,2025
HAD,Racing Bulls,11.0,SOFT,2.0,29.3,47.0,72.461,Spanish,2025
LAW,Racing Bulls,11.0,SOFT,2.0,29.3,47.0,72.763,Spanish,2025
BEA,Haas F1 Team,14.0,SOFT,5.0,29.3,47.0,73.315,Spanish,2025
PIA,McLaren,10.0,SOFT,2.0,29.0,44.1,71.836,Spanish,2025
ANT,Mercedes,14.0,SOFT,2.0,29.0,44.1,72.915,Spanish,2025
RUS,Mercedes,8.0,SOFT,2.0,29.0,44.1,72.075,Spanish,2025
VER,Red Bull Racing,8.0,SOFT,2.0,29.0,44.1,72.321,Spanish,2025
GAS,Alpine,14.0,SOFT,5.0,28.9,43.9,72.931,Spanish,2025
HAM,Ferrari,11.0,SOFT,2.0,28.9,43.9,72.433,Spanish,2025
NOR,McLaren,11.0,SOFT,2.0,28.9,43.9,71.819,Spanish,2025
LEC,Ferrari,11.0,SOFT,2.0,28.8,43.6,72.131,Spanish,2025
ALO,Aston Martin,13.0,SOFT,2.0,28.6,42.6,72.284,Spanish,2025
HAD,Racing Bulls,14.0,SOFT,2.0,28.5,41.3,72.252,Spanish,2025
GAS,Alpine,17.0,SOFT,2.0,28.5,41.3,72.199,Spanish,2025
NOR,McLaren,14.0,SOFT,2.0,28.5,41.3,71.755,Spanish,2025
PIA,McLaren,13.0,SOFT,2.0,28.5,41.3,71.546,Spanish,2025
ANT,Mercedes,17.0,SOFT,5.0,28.5,41.3,72.111,Spanish,2025
HAM,Ferrari,14.0,SOFT,2.0,28.4,41.1,72.045,Spanish,2025
VER,Red Bull Racing,11.0,SOFT,2.0,28.4,41.1,71.848,Spanish,2025
RUS,Mercedes,11.0,SOFT,5.0,28.4,41.1,71.848,Spanish,2025
COL,Alpine,2.0,MEDIUM,2.0,21.3,44.2,75.789,Canadian,2025
GAS,Alpine,2.0,MEDIUM,2.0,21.3,44.2,73.787,Canadian,2025
TSU,Red Bull Racing,2.0,SOFT,2.0,21.3,44.3,73.287,Canadian,2025
SAI,Williams,3.0,SOFT,3.0,21.3,44.3,73.774,Canadian,2025
STR,Aston Martin,2.0,SOFT,2.0,21.3,44.3,73.321,Canadian,2025
RUS,Mercedes,2.0,SOFT,2.0,21.3,44.3,72.574,Canadian,2025
ALB,Williams,3.0,SOFT,3.0,21.3,44.3,73.185,Canadian,2025
ANT,Mercedes,2.0,MEDIUM,2.0,21.3,44.3,72.634,Canadian,2025
OCO,Haas F1 Team,3.0,SOFT,3.0,21.4,43.8,74.033,Canadian,2025
HAD,Racing Bulls,2.0,SOFT,2.0,21.4,43.8,73.067,Canadian,2025
HUL,Kick Sauber,3.0,SOFT,3.0,21.4,43.8,73.199,Canadian,2025
BOR,Kick Sauber,3.0,SOFT,3.0,21.4,43.8,72.88,Canadian,2025
LEC,Ferrari,2.0,SOFT,2.0,21.4,43.8,73.332,Canadian,2025
BEA,Haas F1 Team,4.0,SOFT,4.0,21.3,43.8,73.736,Canadian,2025
COL,Alpine,4.0,MEDIUM,4.0,21.3,43.8,72.779,Canadian,2025
GAS,Alpine,4.0,MEDIUM,4.0,21.3,43.8,72.918,Canadian,2025
LAW,Racing Bulls,3.0,SOFT,3.0,21.3,43.8,73.049,Canadian,2025
NOR,McLaren,2.0,SOFT,2.0,21.3,43.8,72.696,Canadian,2025
HAM,Ferrari,3.0,SOFT,3.0,21.3,43.6,73.829,Canadian,2025
PIA,McLaren,2.0,SOFT,2.0,21.3,43.6,72.332,Canadian,2025
SAI,Williams,5.0,SOFT,5.0,21.3,43.6,72.899,Canadian,2025
STR,Aston Martin,4.0,SOFT,4.0,21.3,43.6,72.517,Canadian,2025
ALB,Williams,5.0,SOFT,5.0,21.3,43.6,73.01,Canadian,2025
OCO,Haas F1 Team,5.0,SOFT,5.0,21.3,43.6,73.569,Canadian,2025
ALO,Aston Martin,3.0,MEDIUM,3.0,21.2,43.9,72.52,Canadian,2025
LEC,Ferrari,4.0,SOFT,4.0,21.2,43.9,72.493,Canadian,2025
ANT,Mercedes,5.0,MEDIUM,5.0,21.1,43.9,72.587,Canadian,2025
NOR,McLaren,4.0,SOFT,4.0,21.1,43.9,72.768,Canadian,2025
HAD,Racing Bulls,5.0,SOFT,5.0,21.1,43.9,72.654,Canadian,2025
HAM,Ferrari,5.0,SOFT,5.0,21.1,43.9,72.348,Canadian,2025
VER,Red Bull Racing,2.0,SOFT,2.0,21.1,43.9,72.273,Canadian,2025
RUS,Mercedes,5.0,SOFT,5.0,21.1,43.9,72.366,Canadian,2025
ALO,Aston Martin,5.0,MEDIUM,5.0,21.1,43.9,72.239,Canadian,2025
BOR,Kick Sauber,6.0,SOFT,6.0,21.1,43.9,72.938,Canadian,2025
LAW,Racing Bulls,6.0,SOFT,6.0,21.1,43.9,72.678,Canadian,2025
TSU,Red Bull Racing,5.0,SOFT,5.0,21.1,43.9,72.609,Canadian,2025
OCO,Haas F1 Team,8.0,SOFT,2.0,21.2,43.3,72.818,Canadian,2025
BEA,Haas F1 Team,8.0,SOFT,2.0,21.2,43.3,73.126,Canadian,2025
PIA,McLaren,6.0,SOFT,6.0,21.4,43.4,71.939,Canadian,2025
NOR,McLaren,7.0,SOFT,2.0,21.4,43.4,71.826,Canadian,2025
LEC,Ferrari,9.0,SOFT,9.0,21.4,43.4,72.215,Canadian,2025
HAM,Ferrari,9.0,SOFT,2.0,21.4,43.4,71.952,Canadian,2025
GAS,Alpine,9.0,SOFT,2.0,21.4,43.4,72.667,Canadian,2025
ALO,Aston Martin,9.0,MEDIUM,9.0,21.4,43.4,72.073,Canadian,2025
COL,Alpine,9.0,SOFT,2.0,21.3,43.4,72.234,Canadian,2025
HAD,Racing Bulls,8.0,SOFT,2.0,21.3,43.4,72.211,Canadian,2025
TSU,Red Bull Racing,8.0,SOFT,2.0,21.4,43.3,72.334,Canadian,2025
RUS,Mercedes,8.0,SOFT,2.0,21.4,43.3,72.075,Canadian,2025
ANT,Mercedes,8.0,SOFT,2.0,21.4,43.3,72.279,Canadian,2025
STR,Aston Martin,11.0,MEDIUM,6.0,21.4,43.3,72.517,Canadian,2025
LAW,Racing Bulls,9.0,SOFT,2.0,21.4,43.3,72.525,Canadian,2025
BEA,Haas F1 Team,12.0,SOFT,3.0,21.4,43.3,72.306,Canadian,2025
HUL,Kick Sauber,9.0,SOFT,3.0,21.4,43.3,72.323,Canadian,2025
OCO,Haas F1 Team,12.0,SOFT,3.0,21.4,43.3,72.378,Canadian,2025
ALB,Williams,11.0,SOFT,5.0,21.4,43.1,72.09,Canadian,2025
SAI,Williams,12.0,SOFT,6.0,21.4,43.1,72.398,Canadian,2025
BOR,Kick Sauber,10.0,SOFT,3.0,21.4,43.1,72.385,Canadian,2025
LEC,Ferrari,11.0,SOFT,11.0,21.4,43.1,72.038,Canadian,2025
