Driver,TeamName,LapNumber,Compound,TyreLife,AirTemp,TrackTemp,LapTimeSeconds,Race,Year
PER,Red Bull Racing,8.0,SOFT,2.0,27.9,41.1,81.358,Italian,2022
VER,Red Bull Racing,8.0,SOFT,8.0,27.9,41.1,81.265,Italian,2022
DEV,Williams,10.0,SOFT,2.0,27.9,41.1,82.471,Italian,2022
BOT,Alfa Romeo,8.0,SOFT,5.0,27.9,41.1,82.418,Italian,2022
GAS,AlphaTauri,8.0,SOFT,2.0,27.9,41.1,82.097,Italian,2022
ZHO,Alfa Romeo,8.0,SOFT,5.0,27.9,41.1,82.577,Italian,2022
OCO,Alpine,8.0,SOFT,2.0,27.9,41.1,82.137,Italian,2022
HAM,Mercedes,8.0,SOFT,2.0,27.9,41.1,81.708,Italian,2022
RUS,Mercedes,8.0,SOFT,2.0,27.9,41.1,81.747,Italian,2022
SAI,Ferrari,5.0,SOFT,5.0,27.9,41.1,80.878,Italian,2022
RIC,McLaren,10.0,SOFT,2.0,27.8,41.1,82.705,Italian,2022
ALO,Alpine,8.0,SOFT,2.0,27.8,41.1,81.901,Italian,2022
NOR,McLaren,9.0,SOFT,2.0,27.8,41.1,82.191,Italian,2022
LEC,Ferrari,6.0,SOFT,6.0,27.9,41.1,81.208,Italian,2022
BOT,Alfa Romeo,11.0,SOFT,2.0,27.8,40.9,82.235,Italian,2022
ZHO,Alfa Romeo,11.0,SOFT,2.0,27.8,40.9,82.633,Italian,2022
RUS,Mercedes,11.0,SOFT,2.0,27.8,40.9,81.79,Italian,2022
GAS,AlphaTauri,11.0,SOFT,2.0,27.8,40.9,82.062,Italian,2022
NOR,McLaren,12.0,SOFT,2.0,27.8,40.9,81.831,Italian,2022
RIC,McLaren,13.0,SOFT,2.0,27.8,40.9,81.855,Italian,2022
ALO,Alpine,11.0,SOFT,2.0,27.8,40.9,81.861,Italian,2022
OCO,Alpine,11.0,SOFT,2.0,27.8,40.9,82.13,Italian,2022
NOR,McLaren,15.0,SOFT,5.0,27.6,40.4,82.174,Italian,2022
RIC,McLaren,16.0,SOFT,5.0,27.6,40.4,82.635,Italian,2022
GAS,AlphaTauri,14.0,SOFT,5.0,27.6,40.4,82.648,Italian,2022
PER,Red Bull Racing,11.0,SOFT,2.0,27.6,40.4,81.359,Italian,2022
LEC,Ferrari,9.0,SOFT,2.0,27.6,40.4,80.77,Italian,2022
SAI,Ferrari,8.0,SOFT,2.0,27.6,40.4,80.584,Italian,2022
VER,Red Bull Racing,11.0,SOFT,2.0,27.6,40.4,80.859,Italian,2022
HAM,Mercedes,13.0,SOFT,8.0,27.6,40.4,82.595,Italian,2022
RUS,Mercedes,14.0,SOFT,2.0,27.6,40.4,81.542,Italian,2022
PER,Red Bull Racing,14.0,SOFT,2.0,28.0,40.7,81.206,Italian,2022
ALO,Alpine,16.0,SOFT,2.0,28.0,40.7,81.829,Italian,2022
GAS,AlphaTauri,17.0,SOFT,2.0,28.0,40.7,81.91,Italian,2022
SAI,Ferrari,11.0,SOFT,2.0,28.0,40.7,80.429,Italian,2022
NOR,McLaren,18.0,SOFT,2.0,28.0,40.7,81.584,Italian,2022
LEC,Ferrari,12.0,SOFT,2.0,28.0,40.7,80.161,Italian,2022
RIC,McLaren,19.0,SOFT,2.0,28.0,40.7,81.925,Italian,2022
VER,Red Bull Racing,14.0,SOFT,2.0,28.0,40.7,80.306,Italian,2022
HAM,Mercedes,16.0,SOFT,2.0,27.9,40.0,81.524,Italian,2022
HAM,Mercedes,2.0,INTERMEDIATE,2.0,26.4,27.2,116.937,Singapore,2022
RUS,Mercedes,3.0,INTERMEDIATE,3.0,26.5,27.5,115.842,Singapore,2022
STR,Aston Martin,2.0,INTERMEDIATE,2.0,26.6,27.7,116.997,Singapore,2022
LEC,Ferrari,2.0,INTERMEDIATE,2.0,26.6,27.7,115.054,Singapore,2022
PER,Red Bull Racing,2.0,INTERMEDIATE,2.0,26.6,27.8,116.061,Singapore,2022
SAI,Ferrari,3.0,INTERMEDIATE,3.0,26.6,27.8,115.079,Singapore,2022
HAM,Mercedes,4.0,INTERMEDIATE,4.0,26.7,28.0,114.689,Singapore,2022
NOR,McLaren,4.0,INTERMEDIATE,4.0,26.7,28.0,116.702,Singapore,2022
VER,Red Bull Racing,3.0,INTERMEDIATE,3.0,26.8,28.2,114.395,Singapore,2022
RUS,Mercedes,5.0,INTERMEDIATE,5.0,26.9,28.2,115.895,Singapore,2022
STR,Aston Martin,4.0,INTERMEDIATE,4.0,26.9,28.1,115.629,Singapore,2022
LEC,Ferrari,4.0,INTERMEDIATE,4.0,26.9,28.1,114.222,Singapore,2022
ZHO,Alfa Romeo,3.0,INTERMEDIATE,3.0,26.9,28.1,116.471,Singapore,2022
OCO,Alpine,5.0,INTERMEDIATE,5.0,26.9,28.1,116.337,Singapore,2022
PER,Red Bull Racing,4.0,INTERMEDIATE,4.0,26.9,28.1,114.404,Singapore,2022
SAI,Ferrari,5.0,INTERMEDIATE,5.0,26.9,28.1,114.559,Singapore,2022
NOR,McLaren,6.0,INTERMEDIATE,6.0,26.9,28.1,116.489,Singapore,2022
ALO,Alpine,5.0,INTERMEDIATE,5.0,27.0,28.0,116.051,Singapore,2022
RIC,McLaren,6.0,INTERMEDIATE,2.0,26.9,27.9,116.94,Singapore,2022
MAG,Haas F1 Team,5.0,INTERMEDIATE,2.0,26.9,27.9,115.223,Singapore,2022
MSC,Haas F1 Team,5.0,INTERMEDIATE,2.0,26.9,27.7,116.287,Singapore,2022
LEC,Ferrari,6.0,INTERMEDIATE,6.0,26.9,27.7,114.129,Singapore,2022
BOT,Alfa Romeo,5.0,INTERMEDIATE,5.0,26.9,27.7,116.083,Singapore,2022
ZHO,Alfa Romeo,5.0,INTERMEDIATE,5.0,27.0,27.6,115.375,Singapore,2022
PER,Red Bull Racing,6.0,INTERMEDIATE,6.0,27.0,27.6,115.668,Singapore,2022
RUS,Mercedes,8.0,INTERMEDIATE,2.0,27.0,27.6,114.633,Singapore,2022
HAM,Mercedes,8.0,INTERMEDIATE,2.0,27.1,27.6,113.161,Singapore,2022
NOR,McLaren,8.0,INTERMEDIATE,8.0,27.1,27.6,115.914,Singapore,2022
ALB,Williams,6.0,INTERMEDIATE,2.0,27.1,27.6,116.985,Singapore,2022
ALO,Alpine,7.0,INTERMEDIATE,7.0,27.1,27.6,115.36,Singapore,2022
TSU,AlphaTauri,8.0,INTERMEDIATE,2.0,27.1,27.6,115.314,Singapore,2022
GAS,AlphaTauri,8.0,INTERMEDIATE,2.0,27.1,27.6,115.606,Singapore,2022
ZHO,Alfa Romeo,6.0,INTERMEDIATE,6.0,27.1,27.6,116.759,Singapore,2022
OCO,Alpine,8.0,INTERMEDIATE,8.0,27.1,27.6,116.419,Singapore,2022
VET,Aston Martin,7.0,INTERMEDIATE,7.0,27.1,27.6,115.602,Singapore,2022
VER,Red Bull Racing,7.0,INTERMEDIATE,2.0,27.1,27.6,113.057,Singapore,2022
RIC,McLaren,8.0,INTERMEDIATE,4.0,27.1,27.6,116.226,Singapore,2022
MAG,Haas F1 Team,7.0,INTERMEDIATE,4.0,27.1,27.6,115.103,Singapore,2022
MSC,Haas F1 Team,7.0,INTERMEDIATE,4.0,27.1,27.6,115.736,Singapore,2022
GAS,AlphaTauri,11.0,INTERMEDIATE,2.0,26.9,27.5,114.368,Singapore,2022
NOR,McLaren,11.0,INTERMEDIATE,2.0,26.9,27.5,113.995,Singapore,2022
MAG,Haas F1 Team,10.0,INTERMEDIATE,5.0,26.9,27.5,115.131,Singapore,2022
ZHO,Alfa Romeo,9.0,INTERMEDIATE,2.0,26.9,27.5,116.053,Singapore,2022
ALO,Alpine,10.0,INTERMEDIATE,2.0,26.9,27.5,114.1,Singapore,2022
LEC,Ferrari,9.0,INTERMEDIATE,2.0,26.9,27.5,112.343,Singapore,2022
RUS,Mercedes,11.0,INTERMEDIATE,5.0,26.9,27.5,115.603,Singapore,2022
HAM,Mercedes,11.0,INTERMEDIATE,5.0,26.9,27.5,113.9,Singapore,2022
STR,Aston Martin,9.0,INTERMEDIATE,2.0,26.9,27.5,114.211,Singapore,2022
VET,Aston Martin,10.0,INTERMEDIATE,7.0,27.0,27.2,114.38,Singapore,2022
TSU,AlphaTauri,11.0,INTERMEDIATE,2.0,27.0,27.2,115.866,Singapore,2022
VER,Red Bull Racing,10.0,INTERMEDIATE,5.0,27.0,27.2,112.723,Singapore,2022
PER,Red Bull Racing,9.0,INTERMEDIATE,2.0,27.0,27.2,112.818,Singapore,2022
SAI,Ferrari,11.0,INTERMEDIATE,3.0,27.0,27.2,113.495,Singapore,2022
MSC,Haas F1 Team,11.0,INTERMEDIATE,6.0,27.0,27.2,115.068,Singapore,2022
GAS,AlphaTauri,13.0,INTERMEDIATE,4.0,27.0,27.5,116.786,Singapore,2022
MAG,Haas F1 Team,12.0,INTERMEDIATE,7.0,27.0,27.5,116.417,Singapore,2022
NOR,McLaren,13.0,INTERMEDIATE,4.0,27.0,27.5,116.446,Singapore,2022
ALO,Alpine,12.0,INTERMEDIATE,4.0,27.0,27.5,114.239,Singapore,2022
ZHO,Alfa Romeo,11.0,INTERMEDIATE,4.0,27.0,27.5,115.518,Singapore,2022
HAM,Mercedes,14.0,INTERMEDIATE,2.0,26.8,27.7,112.691,Singapore,2022
RUS,Mercedes,14.0,INTERMEDIATE,2.0,26.9,28.0,114.012,Singapore,2022
SAI,Ferrari,14.0,INTERMEDIATE,2.0,26.9,28.0,113.219,Singapore,2022
TSU,AlphaTauri,15.0,INTERMEDIATE,2.0,26.9,28.0,113.848,Singapore,2022
MAG,Haas F1 Team,15.0,INTERMEDIATE,2.0,27.0,28.3,114.006,Singapore,2022
NOR,McLaren,16.0,INTERMEDIATE,2.0,27.0,28.3,113.942,Singapore,2022
MSC,Haas F1 Team,15.0,INTERMEDIATE,2.0,27.0,28.3,114.37,Singapore,2022
GAS,AlphaTauri,16.0,INTERMEDIATE,2.0,27.0,28.3,113.546,Singapore,2022
ALO,Alpine,15.0,INTERMEDIATE,2.0,27.0,28.3,113.127,Singapore,2022
STR,Aston Martin,14.0,SOFT,3.0,27.0,28.3,115.272,Singapore,2022
RUS,Mercedes,16.0,INTERMEDIATE,4.0,27.0,28.3,114.315,Singapore,2022
VER,Red Bull Racing,15.0,SOFT,2.0,26.9,28.0,116.94,Singapore,2022
TSU,AlphaTauri,18.0,INTERMEDIATE,5.0,27.0,28.0,115.17,Singapore,2022
LEC,Ferrari,16.0,SOFT,2.0,27.0,28.0,115.628,Singapore,2022
HAM,Mercedes,18.0,SOFT,2.0,27.0,28.0,113.082,Singapore,2022
VER,Red Bull Racing,16.0,SOFT,3.0,27.0,28.1,114.293,Singapore,2022
SAI,Ferrari,18.0,SOFT,3.0,27.1,28.2,114.588,Singapore,2022
NOR,McLaren,20.0,SOFT,3.0,27.1,28.2,113.397,Singapore,2022
PER,Red Bull Racing,15.0,SOFT,3.0,27.1,28.2,113.755,Singapore,2022
ALO,Alpine,19.0,SOFT,3.0,27.1,28.2,112.52,Singapore,2022
LEC,Ferrari,17.0,SOFT,3.0,27.1,28.2,111.881,Singapore,2022
HAM,Mercedes,19.0,SOFT,3.0,27.1,28.2,111.019,Singapore,2022
VER,Red Bull Racing,17.0,SOFT,4.0,27.1,28.4,111.395,Singapore,2022
SAI,Ferrari,19.0,SOFT,4.0,27.1,28.4,112.234,Singapore,2022
PER,Red Bull Racing,16.0,SOFT,4.0,27.2,28.5,111.747,Singapore,2022
MAG,Haas F1 Team,20.0,SOFT,2.0,27.2,28.5,114.775,Singapore,2022
SAI,Ferrari,20.0,SOFT,5.0,27.2,28.5,115.867,Singapore,2022
ALO,Alpine,21.0,SOFT,5.0,27.1,28.4,110.737,Singapore,2022
LEC,Ferrari,19.0,SOFT,5.0,27.1,28.4,109.412,Singapore,2022
MAG,Haas F1 Team,21.0,SOFT,3.0,27.1,28.3,116.785,Singapore,2022
GAS,AlphaTauri,22.0,SOFT,5.0,27.1,28.3,112.425,Singapore,2022
VER,Red Bull Racing,19.0,SOFT,6.0,27.1,28.3,113.168,Singapore,2022
SAI,Ferrari,21.0,SOFT,6.0,27.1,28.3,109.583,Singapore,2022
PER,Red Bull Racing,18.0,SOFT,6.0,27.1,28.3,109.434,Singapore,2022
NOR,McLaren,23.0,SOFT,6.0,27.2,28.3,110.584,Singapore,2022
ALO,Alpine,22.0,SOFT,6.0,27.2,28.3,109.966,Singapore,2022
HAM,Mercedes,22.0,SOFT,6.0,27.2,28.3,109.466,Singapore,2022
MAG,Haas F1 Team,22.0,SOFT,4.0,27.2,28.3,111.573,Singapore,2022
TSU,AlphaTauri,22.0,SOFT,3.0,27.2,28.5,111.983,Singapore,2022
GAS,AlphaTauri,23.0,SOFT,6.0,27.2,28.5,111.211,Singapore,2022
GAS,AlphaTauri,2.0,SOFT,2.0,19.8,26.7,92.049,Japanese,2022
TSU,AlphaTauri,2.0,SOFT,2.0,19.8,26.9,91.631,Japanese,2022
NOR,McLaren,2.0,SOFT,2.0,19.8,27.0,91.431,Japanese,2022
HAM,Mercedes,2.0,MEDIUM,2.0,19.8,26.9,91.891,Japanese,2022
RUS,Mercedes,2.0,MEDIUM,2.0,19.8,26.9,91.713,Japanese,2022
PER,Red Bull Racing,2.0,SOFT,2.0,19.8,26.9,90.622,Japanese,2022
VER,Red Bull Racing,2.0,SOFT,2.0,19.8,26.9,90.224,Japanese,2022
VET,Aston Martin,2.0,SOFT,2.0,19.8,26.9,91.884,Japanese,2022
STR,Aston Martin,2.0,SOFT,2.0,19.8,26.9,91.518,Japanese,2022
SAI,Ferrari,2.0,SOFT,2.0,19.8,26.9,90.336,Japanese,2022
RIC,McLaren,2.0,SOFT,2.0,19.8,26.9,90.88,Japanese,2022
MSC,Haas F1 Team,2.0,SOFT,2.0,19.9,27.0,91.521,Japanese,2022
MAG,Haas F1 Team,2.0,SOFT,2.0,19.9,27.0,91.807,Japanese,2022
LEC,Ferrari,2.0,SOFT,2.0,19.9,27.0,90.402,Japanese,2022
BOT,Alfa Romeo,2.0,SOFT,2.0,19.9,27.0,91.26,Japanese,2022
ZHO,Alfa Romeo,2.0,SOFT,2.0,19.9,27.0,91.563,Japanese,2022
LAT,Williams,4.0,SOFT,2.0,20.0,26.9,92.019,Japanese,2022
ALB,Williams,2.0,SOFT,2.0,20.0,26.9,91.588,Japanese,2022
OCO,Alpine,2.0,SOFT,2.0,20.0,26.9,90.946,Japanese,2022
ALO,Alpine,2.0,SOFT,2.0,20.0,26.7,90.603,Japanese,2022
GAS,AlphaTauri,5.0,SOFT,2.0,20.0,26.7,91.322,Japanese,2022
TSU,AlphaTauri,5.0,SOFT,2.0,20.0,26.7,91.346,Japanese,2022
HAM,Mercedes,5.0,SOFT,2.0,20.1,26.8,90.906,Japanese,2022
RUS,Mercedes,5.0,SOFT,2.0,20.1,26.8,90.865,Japanese,2022
LAT,Williams,7.0,SOFT,2.0,19.9,26.7,91.511,Japanese,2022
VET,Aston Martin,5.0,SOFT,2.0,19.9,26.7,91.256,Japanese,2022
STR,Aston Martin,5.0,SOFT,2.0,19.9,26.7,91.419,Japanese,2022
BOT,Alfa Romeo,5.0,SOFT,2.0,19.9,26.7,91.226,Japanese,2022
ZHO,Alfa Romeo,5.0,SOFT,2.0,19.9,26.7,90.894,Japanese,2022
MSC,Haas F1 Team,5.0,SOFT,2.0,19.9,26.7,91.152,Japanese,2022
MAG,Haas F1 Team,5.0,SOFT,2.0,19.9,26.7,91.352,Japanese,2022
GAS,AlphaTauri,8.0,SOFT,2.0,19.9,26.7,91.92,Japanese,2022
NOR,McLaren,6.0,SOFT,2.0,19.9,26.7,90.881,Japanese,2022
TSU,AlphaTauri,8.0,SOFT,2.0,20.0,26.7,91.13,Japanese,2022
HAM,Mercedes,7.0,SOFT,4.0,20.0,26.7,91.337,Japanese,2022
OCO,Alpine,5.0,SOFT,2.0,20.0,26.7,90.696,Japanese,2022
ALB,Williams,5.0,SOFT,2.0,20.0,26.7,91.311,Japanese,2022
SAI,Ferrari,5.0,SOFT,5.0,20.1,26.6,90.444,Japanese,2022
LEC,Ferrari,5.0,SOFT,5.0,20.1,26.6,90.486,Japanese,2022
PER,Red Bull Racing,5.0,SOFT,5.0,20.1,26.7,90.702,Japanese,2022
VET,Aston Martin,8.0,SOFT,2.0,20.1,26.7,90.985,Japanese,2022
VER,Red Bull Racing,5.0,SOFT,5.0,20.1,26.7,90.346,Japanese,2022
TSU,AlphaTauri,11.0,SOFT,5.0,20.1,26.7,92.53,Japanese,2022
NOR,McLaren,9.0,SOFT,2.0,20.1,26.7,90.967,Japanese,2022
ALO,Alpine,5.0,SOFT,2.0,20.1,26.7,90.701,Japanese,2022
OCO,Alpine,8.0,SOFT,2.0,20.1,26.7,90.533,Japanese,2022
MSC,Haas F1 Team,8.0,SOFT,2.0,20.2,26.7,91.439,Japanese,2022
HAM,Mercedes,10.0,SOFT,2.0,20.2,26.7,90.678,Japanese,2022
RUS,Mercedes,9.0,SOFT,2.0,20.2,26.7,90.702,Japanese,2022
RIC,McLaren,7.0,SOFT,2.0,20.2,26.7,90.659,Japanese,2022
BOT,Alfa Romeo,8.0,SOFT,2.0,20.2,26.7,90.929,Japanese,2022
ZHO,Alfa Romeo,8.0,SOFT,2.0,20.2,26.7,91.241,Japanese,2022
VET,Aston Martin,11.0,SOFT,2.0,20.0,26.1,90.656,Japanese,2022
OCO,Alpine,11.0,SOFT,2.0,20.0,26.1,90.357,Japanese,2022
PER,Red Bull Racing,8.0,SOFT,2.0,20.0,26.1,89.925,Japanese,2022
BOT,Alfa Romeo,11.0,SOFT,2.0,20.0,26.1,90.709,Japanese,2022
ZHO,Alfa Romeo,11.0,SOFT,2.0,20.0,26.1,90.953,Japanese,2022
MSC,Haas F1 Team,11.0,SOFT,2.0,20.0,26.1,92.247,Japanese,2022
TSU,AlphaTauri,14.0,SOFT,2.0,20.0,26.1,90.808,Japanese,2022
NOR,McLaren,12.0,SOFT,2.0,20.0,26.1,90.473,Japanese,2022
HAM,Mercedes,13.0,SOFT,2.0,20.0,26.2,90.443,Japanese,2022
ALO,Alpine,8.0,SOFT,2.0,20.0,26.2,90.343,Japanese,2022
RIC,McLaren,10.0,SOFT,2.0,20.0,26.2,90.979,Japanese,2022
RUS,Mercedes,12.0,SOFT,2.0,20.0,26.2,90.465,Japanese,2022
OCO,Alpine,14.0,SOFT,5.0,19.7,25.9,91.106,Japanese,2022
LEC,Ferrari,8.0,SOFT,2.0,19.7,25.7,89.557,Japanese,2022
PER,Red Bull Racing,11.0,SOFT,2.0,19.7,25.7,89.994,Japanese,2022
SAI,Ferrari,8.0,SOFT,2.0,19.7,25.7,89.702,Japanese,2022
NOR,McLaren,15.0,SOFT,2.0,19.7,25.7,91.003,Japanese,2022
VER,Red Bull Racing,8.0,SOFT,2.0,19.7,25.7,89.304,Japanese,2022
HAM,Mercedes,16.0,SOFT,5.0,19.7,25.7,90.958,Japanese,2022
RUS,Mercedes,15.0,SOFT,5.0,19.7,25.7,90.957,Japanese,2022
ALO,Alpine,11.0,SOFT,2.0,19.7,25.7,90.322,Japanese,2022
VET,Aston Martin,14.0,SOFT,2.0,19.7,25.9,90.554,Japanese,2022
LEC,Ferrari,11.0,SOFT,2.0,19.7,25.8,89.314,Japanese,2022
OCO,Alpine,17.0,SOFT,2.0,19.7,25.8,90.165,Japanese,2022
PER,Red Bull Racing,14.0,SOFT,2.0,19.7,25.8,89.709,Japanese,2022
SAI,Ferrari,11.0,SOFT,2.0,19.7,25.8,89.361,Japanese,2022
VER,Red Bull Racing,11.0,SOFT,2.0,19.7,25.8,89.332,Japanese,2022
HAM,Mercedes,19.0,SOFT,2.0,19.7,25.8,90.261,Japanese,2022
RUS,Mercedes,18.0,SOFT,2.0,19.7,25.8,90.389,Japanese,2022
ALO,Alpine,14.0,SOFT,2.0,19.7,25.8,90.389,Japanese,2022
ALB,Williams,2.0,SOFT,2.0,30.2,36.7,97.987,United States,2022
MSC,Haas F1 Team,2.0,SOFT,2.0,30.2,36.7,97.816,United States,2022
ZHO,Alfa Romeo,2.0,SOFT,2.0,30.2,36.7,97.887,United States,2022
MAG,Haas F1 Team,2.0,SOFT,2.0,30.1,36.7,98.144,United States,2022
VER,Red Bull Racing,2.0,SOFT,2.0,30.1,36.8,95.864,United States,2022
PER,Red Bull Racing,2.0,SOFT,2.0,30.1,36.8,96.163,United States,2022
LEC,Ferrari,2.0,SOFT,2.0,30.1,36.8,95.795,United States,2022
NOR,McLaren,2.0,SOFT,2.0,30.3,36.9,97.088,United States,2022
STR,Aston Martin,2.0,SOFT,2.0,30.3,36.9,96.86,United States,2022
RUS,Mercedes,2.0,SOFT,2.0,30.3,36.9,96.195,United States,2022
HAM,Mercedes,2.0,SOFT,2.0,30.3,36.9,96.148,United States,2022
TSU,AlphaTauri,2.0,SOFT,2.0,30.3,36.9,97.249,United States,2022
VET,Aston Martin,2.0,SOFT,2.0,30.3,36.9,97.167,United States,2022
GAS,AlphaTauri,2.0,SOFT,2.0,30.4,36.9,97.012,United States,2022
RIC,McLaren,2.0,SOFT,2.0,30.4,36.9,97.383,United States,2022
BOT,Alfa Romeo,2.0,SOFT,2.0,30.4,36.9,96.817,United States,2022
ALO,Alpine,2.0,SOFT,2.0,30.4,36.9,96.446,United States,2022
OCO,Alpine,2.0,SOFT,2.0,30.4,36.9,97.229,United States,2022
MAG,Haas F1 Team,4.0,SOFT,4.0,30.4,36.9,97.438,United States,2022
ALB,Williams,5.0,SOFT,5.0,30.4,36.9,97.319,United States,2022
SAI,Ferrari,3.0,SOFT,3.0,30.4,36.9,95.297,United States,2022
MSC,Haas F1 Team,5.0,SOFT,5.0,30.4,36.9,97.111,United States,2022
ZHO,Alfa Romeo,5.0,SOFT,5.0,30.5,37.1,96.908,United States,2022
LAT,Williams,4.0,SOFT,2.0,30.5,37.1,97.244,United States,2022
VET,Aston Martin,5.0,SOFT,2.0,30.6,36.7,96.695,United States,2022
TSU,AlphaTauri,5.0,SOFT,2.0,30.6,36.7,96.808,United States,2022
GAS,AlphaTauri,5.0,SOFT,2.0,30.6,36.7,96.577,United States,2022
STR,Aston Martin,5.0,SOFT,2.0,30.6,36.7,97.062,United States,2022
RIC,McLaren,5.0,SOFT,2.0,30.6,36.7,97.046,United States,2022
OCO,Alpine,5.0,SOFT,2.0,30.6,36.7,97.068,United States,2022
MAG,Haas F1 Team,7.0,SOFT,2.0,30.6,36.7,96.949,United States,2022
NOR,McLaren,5.0,SOFT,2.0,30.5,36.7,96.465,United States,2022
BOT,Alfa Romeo,5.0,SOFT,2.0,30.5,36.7,96.746,United States,2022
ZHO,Alfa Romeo,8.0,SOFT,2.0,30.5,36.7,96.656,United States,2022
ALB,Williams,8.0,SOFT,2.0,30.5,36.7,96.932,United States,2022
RUS,Mercedes,5.0,SOFT,5.0,30.5,36.7,96.306,United States,2022
LAT,Williams,7.0,SOFT,2.0,30.5,36.7,97.257,United States,2022
HAM,Mercedes,5.0,SOFT,5.0,30.5,36.7,95.878,United States,2022
ALB,Williams,11.0,SOFT,5.0,30.1,36.0,97.124,United States,2022
TSU,AlphaTauri,8.0,SOFT,5.0,30.1,36.0,97.147,United States,2022
VET,Aston Martin,8.0,SOFT,5.0,30.1,35.9,97.131,United States,2022
STR,Aston Martin,8.0,SOFT,5.0,30.1,35.9,97.224,United States,2022
BOT,Alfa Romeo,8.0,SOFT,5.0,30.1,35.9,96.748,United States,2022
ZHO,Alfa Romeo,11.0,SOFT,5.0,30.1,35.9,96.97,United States,2022
RUS,Mercedes,8.0,SOFT,2.0,30.0,35.9,95.692,United States,2022
NOR,McLaren,8.0,SOFT,5.0,30.0,35.9,97.058,United States,2022
VER,Red Bull Racing,5.0,SOFT,5.0,30.0,35.9,95.294,United States,2022
HAM,Mercedes,8.0,SOFT,2.0,30.1,35.7,95.91,United States,2022
LEC,Ferrari,6.0,SOFT,6.0,30.1,35.7,95.246,United States,2022
ALO,Alpine,7.0,SOFT,2.0,30.1,35.7,96.219,United States,2022
SAI,Ferrari,6.0,SOFT,6.0,30.1,35.7,95.59,United States,2022
PER,Red Bull Racing,5.0,SOFT,5.0,30.1,35.7,95.864,United States,2022
ALB,Williams,14.0,SOFT,2.0,29.9,35.4,96.368,United States,2022
TSU,AlphaTauri,11.0,SOFT,2.0,29.9,35.3,96.439,United States,2022
GAS,AlphaTauri,10.0,SOFT,2.0,29.9,35.3,96.74,United States,2022
VET,Aston Martin,11.0,SOFT,2.0,29.9,35.3,96.398,United States,2022
STR,Aston Martin,11.0,SOFT,2.0,29.9,35.3,96.032,United States,2022
NOR,McLaren,11.0,SOFT,2.0,29.9,35.3,96.341,United States,2022
BOT,Alfa Romeo,11.0,SOFT,2.0,29.9,35.3,96.321,United States,2022
ALO,Alpine,10.0,SOFT,2.0,29.9,35.3,95.988,United States,2022
ZHO,Alfa Romeo,14.0,SOFT,2.0,29.9,35.3,96.196,United States,2022
RUS,Mercedes,11.0,SOFT,5.0,29.9,35.3,95.848,United States,2022
HAM,Mercedes,11.0,SOFT,5.0,29.9,35.2,95.732,United States,2022
BOT,Alfa Romeo,14.0,SOFT,5.0,29.4,34.0,96.747,United States,2022
NOR,McLaren,14.0,SOFT,5.0,29.4,34.0,96.566,United States,2022
ALO,Alpine,13.0,SOFT,5.0,29.4,34.0,96.167,United States,2022
VER,Red Bull Racing,9.0,SOFT,3.0,29.4,34.0,95.044,United States,2022
LEC,Ferrari,9.0,SOFT,2.0,29.4,34.0,94.624,United States,2022
PER,Red Bull Racing,8.0,SOFT,2.0,29.4,34.0,95.171,United States,2022
SAI,Ferrari,9.0,SOFT,2.0,29.4,34.0,94.783,United States,2022
HAM,Mercedes,14.0,SOFT,2.0,29.4,34.0,94.947,United States,2022
RUS,Mercedes,15.0,SOFT,3.0,29.4,34.0,95.316,United States,2022
STR,Aston Martin,14.0,SOFT,2.0,29.4,33.8,95.598,United States,2022
BOT,Alfa Romeo,17.0,SOFT,2.0,29.3,33.4,96.319,United States,2022
ALO,Alpine,16.0,SOFT,2.0,29.3,33.4,95.876,United States,2022
NOR,McLaren,17.0,SOFT,2.0,29.3,33.4,95.69,United States,2022
PER,Red Bull Racing,11.0,SOFT,2.0,29.3,33.4,94.645,United States,2022
LEC,Ferrari,12.0,SOFT,2.0,29.3,33.4,94.421,United States,2022
SAI,Ferrari,12.0,SOFT,2.0,29.3,33.4,94.356,United States,2022
RUS,Mercedes,18.0,SOFT,2.0,29.3,33.4,94.988,United States,2022
VER,Red Bull Racing,13.0,SOFT,3.0,29.3,33.4,94.448,United States,2022
HAM,Mercedes,17.0,SOFT,2.0,29.3,33.4,95.31,United States,2022
MSC,Haas F1 Team,3.0,SOFT,3.0,25.5,50.4,81.024,Mexico City,2022
STR,Aston Martin,2.0,SOFT,2.0,25.5,50.4,81.659,Mexico City,2022
MAG,Haas F1 Team,3.0,SOFT,3.0,25.5,50.4,81.043,Mexico City,2022
VET,Aston Martin,2.0,SOFT,2.0,25.5,50.4,81.141,Mexico City,2022
LAT,Williams,3.0,SOFT,3.0,25.7,49.7,81.223,Mexico City,2022
ALB,Williams,3.0,SOFT,3.0,25.7,49.7,80.859,Mexico City,2022
GAS,AlphaTauri,2.0,SOFT,2.0,25.6,49.4,80.937,Mexico City,2022
TSU,AlphaTauri,2.0,SOFT,2.0,25.6,49.4,80.576,Mexico City,2022
PER,Red Bull Racing,2.0,SOFT,2.0,25.6,49.4,80.408,Mexico City,2022
LEC,Ferrari,2.0,SOFT,2.0,25.9,49.8,79.505,Mexico City,2022
MSC,Haas F1 Team,5.0,SOFT,5.0,25.9,49.8,80.843,Mexico City,2022
MAG,Haas F1 Team,5.0,SOFT,5.0,25.9,49.8,81.055,Mexico City,2022
